tcs_customer_id;credit_limit;fact_close_date;outstanding;next_pmt;curr_balance_amt;current_delq;ttl_delq_5;ttl_delq_5_29;ttl_delq_30;ttl_delq_30_59;ttl_delq_60_89;ttl_delq_90_plus;delq_balance;max_delq_balance;currency_CHF;currency_EUR;currency_RUB;currency_USD;credits_count
16509;6629,8076;3;4475,8912;38,9436;2242,8924;0,0;0;2;2;0;0;0;0,0;0,0;0;0;6;0;6
16510;3346,9916;5;0,0;0,0;2866,2556;0,0;0;0;0;0;0;0;0,0;0,0;0;0;5;0;5
16511;4660,4168;5;0,0;65,4704;3381,7852;0,0;2;2;4;1;2;13;0,0;39,938936;0;0;5;0;5
16512;3988,5152;5;623,493012;42,2968;2092,3304;13,0;0;11;11;3;0;0;7,62272;113,9507;0;0;7;0;7
16513;485,9484;0;172,707396;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16514;2663,5032;0;1864,116256;111,552;1301,44;1865,0;0;1;1;2;1;63;1442,138944;1442,138944;0;0;4;0;4
16515;594,3796;1;284,026;64,076;374,8944;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16516;1660,0;0;0,0;0,0;1231,72;0,0;0;8;8;1;0;0;0,0;0,0;0;0;1;0;1
16517;1328,0;0;122,674;332,0;1205,326;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16518;7249,4524;2;6993,3476;71,4132;5965,708;0,0;0;4;4;3;2;24;0,0;244,345692;0;0;4;0;4
16519;16297,382;5;5323,0556;0,0;7054,5684;0,0;0;1;1;0;0;0;0,0;74,718592;0;0;8;0;8
16520;3320,0;0;295,148;196,5772;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16521;1389,1544;4;0,0;0,0;775,7512;0,0;1;1;2;0;0;0;0,0;46,594872;0;0;4;0;4
16522;8017,3352;3;4609,1228;186,75;893,6112;0,0;0;1;1;5;2;2;0,0;0,0;0;0;5;0;5
16523;1211,0696;0;825,809496;0,0;0,0;180,0;0;2;2;1;1;3;664,0;706,58564;0;0;2;0;2
16524;996,0;1;0,0;0,7968;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16525;3534,3724;4;1385,2036;51,128;1755,6492;0,0;0;2;2;0;0;0;0,0;0,0;0;0;5;0;5
16526;20584,0;1;17302,2464;566,7904;5518,3712;0,0;0;1;1;0;0;0;0,0;0,0;0;0;3;0;3
16527;421,972;0;421,972;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16528;5442,476;1;0,0;0,0;426,8524;0,0;0;2;2;1;0;21;0,0;0,0;0;0;3;0;3
16529;1166,15;3;0,0;0,0;0,0;0,0;3;3;6;0;0;4;0,0;255,921204;0;0;3;0;3
16530;1543,634;3;0,0;0,0;0,0;0,0;0;1;1;1;0;0;0,0;36,4204;0;0;4;0;4
16531;247,9708;1;0,0;0,0;0,0;0,0;0;5;5;0;0;0;0,0;0,283196;0;0;1;0;1
16532;4888,6668;1;0,0;0,0;5055,3972;0,0;0;1;1;0;0;0;0,0;0,0;0;0;2;0;2
16533;18990,5328;3;2278,055848;2355,0752;13203,474;0,0;0;5;5;1;1;8;0,0;51,282712;0;0;7;0;7
16534;2860,7112;4;0,0;18,8244;139,7388;0,0;0;1;1;1;0;0;0,0;75,928068;0;0;5;0;5
16535;67131,1968;1;0,0;0,0;0,0;0,0;0;0;0;5;2;1;0,0;0,0;0;0;0;1;1
16536;3203,7668;3;1233,8448;36,0884;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;5;0;5
16537;639,5648;0;561,02522;0,0;0,0;0,0;0;1;1;0;0;0;0,0;40,398092;0;0;1;0;1
16538;20750,0;0;1522,8508;142,2288;814,894;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16539;20750,0;0;1522,8508;142,2288;814,894;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16540;949,354;2;0,0;0,0;1059,412;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16541;2050,1332;1;1824,34;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16542;1133,116;1;283,2209;0,0;0,0;1977,0;0;0;0;0;0;1;185,8951;469,116;0;0;2;0;2
16543;0,0;0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16544;7138,0;0;6047,6124;224,0668;1890,8396;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
16545;20584,7304;10;2972,248924;378,6128;7250,9796;39,0;5;17;22;4;2;0;58,1;302,457976;0;0;17;0;17
16546;4334,2932;3;0,0;0,0;2589,8988;0,0;0;3;3;0;0;0;0,0;0,0;0;0;4;0;4
16547;546,8372;1;0,0;0,0;581,2656;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16548;2964,262;0;0,0;0,0;485,716;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16549;9032,6576;6;4879,173924;55,9088;172,2416;0,0;0;0;0;0;0;0;0,0;0,0;0;0;8;0;8
16550;694,1456;0;694,1456;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16551;3335,106;4;0,0;0,0;0,0;0,0;5;2;7;1;3;5;0,0;1084,21406;0;0;4;0;4
16552;8242,9624;1;0,0;0,0;1322,356;0,0;0;3;3;0;0;0;0,0;0,0;0;0;3;0;3
16553;778,4404;1;83,664;0,0;400,0932;0,0;1;2;3;0;0;0;0,0;32,042316;0;0;2;0;2
16554;2836,5084;1;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16555;27771,468;7;7300,846;429,3424;12313,548;0,0;0;4;4;2;0;1;0,0;60,379512;0;0;11;0;11
16556;939,6928;1;0,0;0,0;0,0;0,0;0;0;0;0;0;4;0,0;116,627948;0;0;1;0;1
16557;592,9852;0;495,501036;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16558;3320,0;0;0,0;0,0;2695,6076;0,0;0;1;1;0;0;0;0,0;0,0;0;0;1;0;1
16559;745,3068;0;0,0;138,7428;416,2284;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16560;703,2756;3;0,0;0,0;526,6516;0,0;0;1;1;1;1;5;0,0;0,0;0;0;3;0;3
16561;837,2708;1;134,3272;16,268;376,9196;0,0;0;0;0;0;0;2;0,0;84,864512;0;0;3;0;3
16562;4843,714;0;2299,6312;61,5528;1018,1112;0,0;0;0;0;0;0;0;0,0996;0,0996;0;0;3;0;3
16563;64826,9176;1;0,0;0,0;12218,8616;29,0;0;1;1;0;0;1;249,166;448,506768;0;0;5;0;5
16564;1555,42;2;0,0;0,0;720,4732;0,0;0;2;2;1;1;3;0,0;100,03492;0;0;2;0;2
16565;25189,1388;5;9471,5616;259,3916;2199,168;0,0;0;12;12;6;3;11;1626,2024;1758,495104;0;0;7;0;7
16566;159,028;1;0,0;0,0;169,1208;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16567;1871,2516;1;765,465508;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16568;8670,0472;4;6582,3648;0,0;1709,0364;0,0;1;1;2;0;0;0;0,0;26,233976;0;0;6;0;6
16569;3734,9668;5;604,2068;0,0;0,0;0,0;0;4;4;0;0;0;0,0;0,0;0;0;6;0;6
16570;2191,2332;1;334,3904;58,432;227,7852;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16571;1465,4148;1;1132,19304;129,5464;146,8436;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
16572;335,8512;1;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16573;1279,1296;0;1289,5544;154,38;97,94;29,0;0;2;2;0;0;0;61,752;61,752;0;0;1;0;1
16574;34059,6476;1;26874,1384;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16575;6107,804;10;1326,864892;0,0;4030,1812;0,0;7;8;15;1;0;0;0,0664;247,202884;0;0;13;0;13
16576;5112,8;1;796,8;107,6344;7430,9568;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16577;12115,3108;3;1221,8928;345,114;2778,2424;0,0;0;3;3;2;1;18;0,0;54,2488;0;0;6;0;6
16578;112,5812;1;0,0;0,0;0,0;0,0;0;1;1;0;0;3;0,0;112,5812;0;0;1;0;1
16579;4814,0;2;168,0916;17,4964;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16580;10756,8;2;0,0;0,0;11738,3912;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16581;4223,0068;3;1485,202;209,99;239,4384;0,0;0;8;8;0;0;0;0,0;165,078368;0;0;5;0;5
16582;17157,6272;1;4107,8692;0,0;7968,3984;30,0;0;8;8;1;0;0;25,7632;26,013196;0;0;7;0;7
16583;4531,302;3;1936,351156;686,576;3169,5376;29,0;0;3;3;1;0;0;39,0432;39,0432;0;0;5;0;5
16584;4553,0812;0;4310,1568;160,1568;842,4168;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16585;13297,7288;3;3273,697288;328,8128;6807,9588;0,0;0;2;2;0;0;0;0,0;0,0;0;0;6;0;6
16586;7958,7372;0;4813,7012;170,9468;241,2644;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16587;9045,7384;3;1636,493736;4686,9104;1442,1416;0,0;0;3;3;0;0;0;0,0;1,081324;0;0;5;0;5
16588;183,4632;1;0,0;0,0;0,0;0,0;2;2;4;0;0;1;0,0;19,795832;0;0;1;0;1
16589;1670,8896;2;984,9444;0,0;0,0;0,0;0;1;1;2;1;3;0,0;148,870128;0;0;3;0;3
16590;4581,6;0;951,2132;763,7992;3183,7472;29,0;0;8;8;0;0;0;17,8616;17,8616;0;0;3;0;3
16591;4675,1244;1;4759,601468;94,7528;1573,9456;0,0;0;0;0;1;0;0;0,0;0,0;0;0;4;0;4
16592;7700,6736;4;3232,02;202,8188;3324,5484;0,0;1;0;1;0;0;0;0,0;87,137716;0;0;5;0;5
16593;996,0;1;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16594;3161,0052;3;1043,850164;128,1852;1789,6128;0,0;0;0;0;0;0;0;0,0;0,0;0;0;8;0;8
16595;586,81;2;196,6436;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16596;9134,3492;2;966,784;0,0;11724,1484;0,0;0;2;2;3;2;2;0,0;0,0;0;0;3;0;3
16597;4773,164;0;799,622;1062,3004;4059,4304;29,0;0;3;3;1;0;0;0,0;0,0;0;0;2;0;2
16598;18450,7008;4;9841,3432;53,784;6085,5268;0,0;0;0;0;0;0;0;0,0;0,0;0;0;11;0;11
16599;3739,6812;4;0,0;0,0;3579,2256;0,0;0;0;0;0;0;0;0,0;0,0;0;0;5;0;5
16600;3434,2744;1;27,5892;0,0;2066,6336;30,0;0;1;1;1;0;0;27,5892;47,094532;0;0;3;0;3
16601;1248,486;2;172,2084;31,9052;0,0;0,0;1;3;4;2;0;0;0,0;127,430232;0;0;4;0;4
16602;1008,8816;2;0,0;0,0;519,1816;0,0;1;2;3;0;0;0;0,0;168,210788;0;0;2;0;2
16603;5676,0712;2;476,072064;0,0;0,0;0,0;0;2;2;0;0;0;0,0;0,012948;0;0;4;0;4
16604;4464,8688;3;0,0;0,0;938,0992;193,0;1;2;3;0;0;2;82,092976;97,29758;0;0;5;0;5
16605;5098,524;2;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16606;8241,402;4;44,3884;259,5244;8618,1224;539,0;1;12;13;5;4;16;500,4236;503,0464;0;0;9;0;9
16607;99,6;1;0,0;0,0;0,0;0,0;0;1;1;0;0;0;0,0;0,0;0;0;1;0;1
16608;44133,0588;1;13986,828;0,0;8438,7428;29,0;0;2;2;0;0;0;0,0;0,0;0;0;6;0;6
16609;11414,0604;5;3980,68;330,2736;5821,5536;0,0;0;10;10;0;0;0;0,0;26,099848;0;0;7;0;7
16610;4299,4;1;2749,8564;95,0184;1239,688;0,0;0;2;2;0;0;0;0,0;0,0;0;0;3;0;3
16611;6320,1512;2;484,772124;0,0;3502,1684;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16612;1553,8928;6;0,0;0,0;189,8044;0,0;0;0;0;0;0;0;0,0;0,0;0;0;6;0;6
16613;3680,2532;0;2540,949716;0,0;780,2664;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16614;15549,884;5;8233,881204;413,5724;13759,8728;0,0;0;0;0;0;0;0;0,0;0,0;0;0;8;0;8
16615;1384,0748;0;840,799296;0,0;363,0088;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16616;1333,9428;2;0,0;0,0;0,0;0,0;0;0;0;0;0;1;0,0;0,02324;0;0;4;0;4
16617;3089,592;3;1911,727048;0,0;1266,58;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
16618;89120,918;9;20864,883288;97,2096;24898,2736;0,0;0;4;4;0;0;0;0,0;0,0;0;0;16;0;16
16619;1909,0332;1;1442,1748;99,6;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16620;33427,4532;4;22790,024796;297,1732;4076,1632;0,0;0;12;12;1;0;0;0,0;125,237704;0;0;8;0;8
16621;5993,2308;2;0,0;405,372;5181,2252;0,0;0;1;1;4;2;1;0,0;144,414024;0;0;5;0;5
16622;1660,0;1;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16623;9197,728;0;5169,6052;93,6572;3676,9;0,0;0;0;0;0;0;0;0,0;0,0;0;0;5;0;5
16624;16714,5732;2;1730,3176;83,498;2035,4256;0,0;0;1;1;0;0;0;0,0;0,0;0;0;3;0;3
16625;587,9388;0;0,0;0,0;528,876;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16626;8992,9172;4;574,5924;166,0996;4992,3504;630,0;0;5;5;7;3;39;3435,9676;3435,9676;0;0;6;0;6
16627;10210,0956;2;4534,3232;47,1108;8670,1136;0,0;0;0;0;2;0;0;0,0;0,0;0;0;5;0;5
16628;11620,0;0;7990,8084;594,3132;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16629;2961,7388;2;0,0;0,0;472,6352;0,0;0;0;0;3;1;2;0,0;0,0;0;0;2;0;2
16630;5312,0;2;0,0;0,0;7275,8132;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16631;1943,9928;0;1528,9928;0,0;412,3108;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16632;10011,0284;4;0,0;206,6036;3628,5276;0,0;1;1;2;0;0;6;0,0;1468,452932;0;0;5;0;5
16633;3714,3496;2;0,0;0,0;338,308;0,0;0;10;10;4;3;11;0,0;0,0;0;0;3;0;3
16634;1265,7168;0;707,233372;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16635;1002,64;1;0,0;0,0;0,0;0,0;0;0;0;0;0;2;0,0;257,145952;0;0;1;0;1
16636;14558,2;0;0,0;0,0;12443,7252;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16637;11288,0;1;5270,4004;697,4988;7708,542;0,0;0;0;0;0;0;0;0,0;0,0;0;0;5;0;5
16638;3465,8144;0;0,0;0,0;2830,2668;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16639;15272,83;2;6697,376904;215,8;7024,2236;0,0;0;11;11;3;2;1;0,0;0,0;0;0;6;0;6
16640;2894,6084;0;2491,918628;0,0;95,616;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16641;1159,9748;0;394,456836;0,0;0,0;0,0;1;3;4;0;0;0;0,0;34,190688;0;0;2;0;2
16642;1571,7212;4;246,012;0,0;190,2692;0,0;0;1;1;0;0;0;0,0;0,280872;0;0;7;0;7
16643;5418,24;1;4123,2076;198,7684;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16644;2656,0;0;2615,5292;0,0;158,7292;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16645;1882,606;1;120,7484;44,82;134,3604;0,0;0;1;1;1;1;18;0,0;0,0;0;0;2;0;2
16646;1078,9004;2;509,0556;226,0256;101,592;29,0;2;4;6;0;0;0;134,6924;149,262552;0;0;3;0;3
16647;1794,9248;2;1018,890404;0,0;0,0;33,0;0;3;3;2;0;0;47,408604;162,391824;0;0;3;0;3
16648;279,6436;2;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16649;450,7896;1;0,0;0,0;0,0;0,0;1;8;9;2;0;0;0,0;70,150936;0;0;1;0;1
16650;764,8616;0;484,4544;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16651;1494,0;1;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16652;1901,8288;3;447,1044;23,2068;0,0;30,0;0;6;6;2;1;0;7,3704;23,9704;0;0;4;0;4
16653;3782,476;0;2788,302;40,0724;739,862;0,0;0;6;6;0;0;0;0,0;0,0;0;0;3;0;3
16654;2736,3772;0;0,0;0,0;247,008;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16655;973,8888;0;0,0;0,0;0,0;97,0;0;0;0;0;0;1;558,666028;558,666028;0;0;1;0;1
16656;4165,8364;3;0,0;255,2416;3555,9524;58,0;0;11;11;2;1;11;49,5344;49,5344;0;0;5;0;5
16657;161,9164;1;0,0;0,0;0,0;0,0;0;0;0;0;0;2;0,0;67,017852;0;0;1;0;1
16658;11841,5436;2;1908,4688;0,0;4909,4168;0,0;0;0;0;0;0;0;0,0;0,0;0;0;7;0;7
16659;734,052;1;624,7908;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16660;1886,7892;2;0,0;0,0;2383,926;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16661;1754,952;1;1321,526;160,19;2256,936;0,0;0;2;2;0;0;0;0,0;0,0;0;0;3;0;3
16662;17559,1148;3;0,0;4,9136;7896,8192;0,0;0;0;0;3;0;0;0,0;0,0;0;0;5;1;6
16663;12578,982;4;9983,3064;0,0;914,4276;0,0;2;2;4;2;0;5;9983,3064;10551,202692;0;0;4;0;4
16664;754,7024;4;6,0756;0,0;434,5216;0,0;0;2;2;3;2;49;6,0756;187,416656;0;0;6;0;6
16665;12279,4516;1;9009,137724;177,6532;860,544;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16666;6737,608;3;1792,8664;104,2148;3201,476;0,0;0;4;4;0;0;0;0,0;12,768056;0;0;6;0;6
16667;23094,8496;4;12206,555356;496,3068;18787,9464;41,0;0;0;0;1;0;0;99,6;99,6;0;0;9;0;9
16668;10781,5672;0;540,225088;0,0;779,4696;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16669;841,62;1;461,256564;0,0;0,0;0,0;0;1;1;0;0;0;0,0;0,0;0;0;2;0;2
16670;332,0;0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16671;4422,24;1;2962,768;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16672;1660,0;1;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16673;2423,8988;1;0,0;306,5688;1660,0;0,0;0;1;1;0;0;0;0,0;0,0;0;0;2;0;2
16674;8859,5196;4;486,4132;6,3412;821,3016;0,0;7;0;7;0;0;0;1,7264;131,88202;0;0;8;0;8
16675;2324,0;0;2177,1896;0,0;146,8104;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16676;2581,5988;3;0,0;0,0;2178,418;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16677;6601,6872;0;5581,584664;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16678;2424,6292;1;1974,222064;0,0;0,0;0,0;1;3;4;0;0;0;0,0;48,601812;0;0;3;0;3
16679;5976,0;0;3858,7032;170,6148;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16680;8436,12;1;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16681;1743,9628;1;0,0;0,0;1375,4428;946,0;0;1;1;0;0;1;320,302312;320,302312;0;0;2;0;2
16682;231,3376;1;0,0;0,0;0,0;0,0;2;3;5;0;0;0;0,0;26,028136;0;0;1;0;1
16683;7175,6488;4;4753,296788;2378,7136;2805,0348;1020,0;0;1;1;3;2;35;2267,56;4024,091988;0;0;8;0;8
16684;1618,6328;0;892,34462;0,0;429,94;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16685;1747,7808;1;460,18354;0,0;0,0;0,0;1;4;5;1;0;0;0,0;70,674168;0;0;3;0;3
16686;4295,2168;2;1209,9574;44,488;2875,5516;310,0;0;1;1;0;0;1;10,624;10,624;0;0;7;0;7
16687;173,968;1;0,0;0,0;0,0;0,0;4;0;4;1;0;0;0,0;38,560804;0;0;1;0;1
16688;7412,5972;2;2950,318;766,6544;3764,88;0,0;0;0;0;0;0;0;0,0;0,0;0;0;5;0;5
16689;1062,4;1;0,0;17,6956;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16690;18580,3136;2;0,0332;0,0;6534,4904;0,0;0;0;0;0;0;0;0,0332;0,0332;0;0;5;0;5
16691;296,5424;1;0,0;0,0;0,0;0,0;0;0;0;0;0;1;0,0;0,002988;0;0;1;0;1
16692;6781,764;1;0,0;0,0;3486,0332;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16693;4418,8204;1;0,0;0,0;6906,5628;0,0;0;2;2;0;0;1;0,0;40,82604;0;0;3;0;3
16694;785,18;1;116,0008;0,0;1146,1968;0,0;0;9;9;6;0;0;0,0;0,0;0;0;2;0;2
16695;11329,8652;3;4377,543836;119,852;5361,3684;0,0;0;6;6;0;0;0;0,0;114,041336;0;0;7;0;7
16696;378,1148;0;321,21;0,0;71,4796;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16697;600,4552;0;118,9556;0,0;850,584;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16698;14870,0144;1;7606,95;0,0;9494,1708;0,0;0;0;0;0;0;0;0,0;0,0;0;0;3;0;3
16699;30462,2616;3;2109,9596;723,7932;3717,7028;0,0;0;1;1;0;0;0;0,0;13,302908;0;0;6;0;6
16700;5137,2684;1;4098,478248;337,5112;3933,5692;0,0;0;0;0;0;0;0;0,0;0,0;0;0;7;0;7
16701;3603,196;3;274,8296;102,588;4355,8068;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
16702;1677,5296;1;524,9584;0,0;159,6256;30,0;0;3;3;2;1;3;71,048;395,816044;0;0;3;0;3
16703;42747,656;5;11958,5404;243,9204;50623,2936;0,0;0;7;7;1;0;0;0,0;0,0;0;0;9;0;9
16704;8571,3436;3;44,9196;166,9296;2242,328;0,0;0;2;2;1;1;17;0,0;0,0;0;0;9;0;9
16705;23585,6784;6;6564,5696;228,4492;12038,3864;0,0;0;0;0;0;0;0;0,0;0,0;0;0;8;0;8
16706;9544,502;4;0,0;0,0;9263,63;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
16707;4470,0148;3;268,9864;0,0;279,876;0,0;0;1;1;0;0;0;0,0;47,585228;0;0;5;0;5
16708;1660,0;0;0,0;0,0;252,5856;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16709;20019,6;0;8139,146;449,9264;17288,0036;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16710;0,0;1;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16711;20965,8;6;14808,462596;355,1404;778,8388;120,0;3;18;21;4;0;0;254,8764;333,597916;0;0;14;0;14
16712;11140,3264;7;554,5396;66,4;2722,234;29,0;2;5;7;0;0;0;67,4624;271,931572;0;0;8;0;8
16713;3757,4764;1;3252,4712;0,0;67,5288;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16714;7845,2596;4;3254,4964;50,132;2044,7216;0,0;0;0;0;0;0;0;0,0;0,0;0;0;8;0;8
16715;17671,032;2;0,0;0,2656;0,0;0,0;0;2;2;0;0;0;0,0;0,0;0;0;2;0;2
16716;9829,9224;5;4306,538;95,948;3881,5448;0,0;2;1;3;0;0;0;0,0;48,1732;0;0;7;0;7
16717;4469,716;2;0,0;163,676;3104,5652;0,0;0;4;4;1;0;0;0,0;0,0;0;0;5;0;5
16718;16334,4;0;1855,0168;927,5084;12932,3628;0,0;0;0;0;0;0;0;0,0;0,0;0;0;6;0;6
16719;2486,68;1;490,724884;111,552;1195,864;89,0;0;5;5;4;4;1;243,1568;243,1568;0;0;3;0;3
16720;1660,0;0;1413,49;107,0368;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16721;16120,592;0;16015,3812;492,9536;139,772;0,0;0;0;0;0;0;0;0,0;0,0;0;0;5;0;5
16722;43226,8648;2;14393,9928;1281,4536;31466,3956;0,0;0;0;0;0;0;0;0,0;0,0;0;0;5;0;5
16723;2313,376;2;0,0;101,9572;0,0;720,0;0;0;0;0;0;21;1345,8284;1345,8284;0;0;3;0;3
16724;11611,036;3;3555,59384;59,2952;1725,8356;0,0;0;1;1;0;0;0;0,0;0,0;0;0;9;0;9
16725;61893,764;2;1075,8792;1075,8792;2263,742;0,0;0;0;0;0;0;0;0,0;0,0;0;0;5;0;5
16726;3167,114;2;391,411732;142,1292;935,2772;0,0;0;1;1;0;0;0;0,0;15,058524;0;0;5;0;5
16727;3943,2968;4;245,3148;56,6392;311,6484;0,0;0;10;10;4;2;4;0,0;506,547008;0;0;9;0;9
16728;1837,0556;3;680,4672;34,5612;486,8448;630,0;0;5;5;3;2;19;204,4124;204,534908;0;0;5;0;5
16729;4331,604;3;1525,145252;0,0;1330,3572;0,0;0;9;9;2;0;1;0,0;73,24584;0;0;6;0;6
16730;4256,7712;5;0,0;118,8892;1877,958;0,0;1;0;1;0;0;0;0,0;165,422984;0;0;6;0;6
16731;1424,28;2;0,0;0,0;0,0;0,0;0;6;6;2;1;0;0,0;0,0;0;0;2;0;2
16732;826,8792;0;136,5516;18,9904;633,788;0,0;0;0;0;0;0;0;0,0;0,0;0;0;4;0;4
16733;2864,2304;0;1108,581864;39,1428;0,0;60,0;0;5;5;5;0;0;77,2564;77,2564;0;0;3;0;3
16734;1685,2984;1;693,366064;0,0;0,0;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
16735;924,3544;2;0,0;0,0;0,0;0,0;1;6;7;0;0;0;0,0;48,299028;0;0;2;0;2
16736;924,3544;2;0,0;0,0;0,0;0,0;1;6;7;0;0;0;0,0;48,299028;0;0;2;0;2
16737;3320,0;0;0,0;0,0;3319,7676;0,0;0;0;0;0;0;0;0,0;0,0;0;0;1;0;1
16738;10013,6512;3;6356,51848;0,0;11415,986;0,0;7;40;47;8;5;9;0,0;161,4184;0;0;4;0;4
16739;2953,7376;0;2516,67288;183,596;2366,496;0,0;0;2;2;1;0;0;0,0;0,0;0;0;4;0;4
16740;7968,0;0;7024,456;398,4;0,0;29,0;0;2;2;0;0;0;199,2;199,2;0;0;2;0;2
16741;3154,0;1;980,728;0,0;2500,6904;0,0;0;0;0;0;0;0;0,0;0,0;0;0;2;0;2
